Protein FDR Confidence: Mascot,Master,Accession,Description,# Unique Peptides,# PSMs,# Razor Peptides,"Abundance: F1: 126, Sample, QC, 36478, Syngap1","Abundance: F1: 129N, Sample, QC, 36479, Syngap1","Abundance: F1: 131C, Sample, QC, 36480, Syngap1","Abundance: F2: 126, Sample, QC, 38823, Ube3a","Abundance: F2: 129N, Sample, QC, 38824, Ube3a","Abundance: F2: 131C, Sample, QC, 38825, Ube3a","Abundance: F3: 126, Sample, QC, 38820, Shank2","Abundance: F3: 129N, Sample, QC, 38821, Shank2","Abundance: F3: 131C, Sample, QC, 38822, Shank2","Abundance: F4: 126, Sample, QC, 41349, Shank3","Abundance: F4: 129N, Sample, QC, 41350, Shank3","Abundance: F4: 131C, Sample, QC, 41351, Shank3","Abundance: F1: 127N, Sample, WT, 36471, Syngap1","Abundance: F1: 128N, Sample, WT, 36472, Syngap1","Abundance: F1: 129C, Sample, WT, 36474, Syngap1","Abundance: F1: 130C, Sample, WT, 36477, Syngap1","Abundance: F2: 127N, Sample, WT, 38812, Ube3a","Abundance: F2: 128N, Sample, WT, 38813, Ube3a","Abundance: F2: 129C, Sample, WT, 38816, Ube3a","Abundance: F2: 130C, Sample, WT, 38817, Ube3a","Abundance: F3: 127N, Sample, WT, 38804, Shank2","Abundance: F3: 128N, Sample, WT, 38805, Shank2","Abundance: F3: 129C, Sample, WT, 38806, Shank2","Abundance: F3: 130C, Sample, WT, 38810, Shank2","Abundance: F4: 127N, Sample, WT, 41333, Shank3","Abundance: F4: 128N, Sample, WT, 41334, Shank3","Abundance: F4: 129C, Sample, WT, 41339, Shank3","Abundance: F4: 130C, Sample, WT, 41340, Shank3","Abundance: F1: 127C, Sample, HET, 36470, Syngap1","Abundance: F1: 128C, Sample, HET, 36473, Syngap1","Abundance: F1: 130N, Sample, HET, 36475, Syngap1","Abundance: F1: 131N, Sample, HET, 36476, Syngap1","Abundance: F2: 127C, Sample, KO, 38814, Ube3a","Abundance: F2: 128C, Sample, KO, 38815, Ube3a","Abundance: F2: 130N, Sample, KO, 38818, Ube3a","Abundance: F2: 131N, Sample, KO, 38819, Ube3a","Abundance: F3: 127C, Sample, KO, 38807, Shank2","Abundance: F3: 128C, Sample, KO, 38808, Shank2","Abundance: F3: 130N, Sample, KO, 38809, Shank2","Abundance: F3: 131N, Sample, KO, 38811, Shank2","Abundance: F4: 127C, Sample, KO, 41335, Shank3","Abundance: F4: 128C, Sample, KO, 41336, Shank3","Abundance: F4: 130N, Sample, KO, 41337, Shank3","Abundance: F4: 131N, Sample, KO, 41338, Shank3","Abundances (Normalized): F1: 126, Sample, QC, 36478, Syngap1","Abundances (Normalized): F1: 129N, Sample, QC, 36479, Syngap1","Abundances (Normalized): F1: 131C, Sample, QC, 36480, Syngap1","Abundances (Normalized): F2: 126, Sample, QC, 38823, Ube3a","Abundances (Normalized): F2: 129N, Sample, QC, 38824, Ube3a","Abundances (Normalized): F2: 131C, Sample, QC, 38825, Ube3a","Abundances (Normalized): F3: 126, Sample, QC, 38820, Shank2","Abundances (Normalized): F3: 129N, Sample, QC, 38821, Shank2","Abundances (Normalized): F3: 131C, Sample, QC, 38822, Shank2","Abundances (Normalized): F4: 126, Sample, QC, 41349, Shank3","Abundances (Normalized): F4: 129N, Sample, QC, 41350, Shank3","Abundances (Normalized): F4: 131C, Sample, QC, 41351, Shank3","Abundances (Normalized): F1: 127N, Sample, WT, 36471, Syngap1","Abundances (Normalized): F1: 128N, Sample, WT, 36472, Syngap1","Abundances (Normalized): F1: 129C, Sample, WT, 36474, Syngap1","Abundances (Normalized): F1: 130C, Sample, WT, 36477, Syngap1","Abundances (Normalized): F2: 127N, Sample, WT, 38812, Ube3a","Abundances (Normalized): F2: 128N, Sample, WT, 38813, Ube3a","Abundances (Normalized): F2: 129C, Sample, WT, 38816, Ube3a","Abundances (Normalized): F2: 130C, Sample, WT, 38817, Ube3a","Abundances (Normalized): F3: 127N, Sample, WT, 38804, Shank2","Abundances (Normalized): F3: 128N, Sample, WT, 38805, Shank2","Abundances (Normalized): F3: 129C, Sample, WT, 38806, Shank2","Abundances (Normalized): F3: 130C, Sample, WT, 38810, Shank2","Abundances (Normalized): F4: 127N, Sample, WT, 41333, Shank3","Abundances (Normalized): F4: 128N, Sample, WT, 41334, Shank3","Abundances (Normalized): F4: 129C, Sample, WT, 41339, Shank3","Abundances (Normalized): F4: 130C, Sample, WT, 41340, Shank3","Abundances (Normalized): F1: 127C, Sample, HET, 36470, Syngap1","Abundances (Normalized): F1: 128C, Sample, HET, 36473, Syngap1","Abundances (Normalized): F1: 130N, Sample, HET, 36475, Syngap1","Abundances (Normalized): F1: 131N, Sample, HET, 36476, Syngap1","Abundances (Normalized): F2: 127C, Sample, KO, 38814, Ube3a","Abundances (Normalized): F2: 128C, Sample, KO, 38815, Ube3a","Abundances (Normalized): F2: 130N, Sample, KO, 38818, Ube3a","Abundances (Normalized): F2: 131N, Sample, KO, 38819, Ube3a","Abundances (Normalized): F3: 127C, Sample, KO, 38807, Shank2","Abundances (Normalized): F3: 128C, Sample, KO, 38808, Shank2","Abundances (Normalized): F3: 130N, Sample, KO, 38809, Shank2","Abundances (Normalized): F3: 131N, Sample, KO, 38811, Shank2","Abundances (Normalized): F4: 127C, Sample, KO, 41335, Shank3","Abundances (Normalized): F4: 128C, Sample, KO, 41336, Shank3","Abundances (Normalized): F4: 130N, Sample, KO, 41337, Shank3","Abundances (Normalized): F4: 131N, Sample, KO, 41338, Shank3"
High,Master Protein,Q4V9Z5,Seizure 6-like protein 2 OS=Mus musculus OX=10090 GN=Sez6l2 PE=1 SV=1,11,20,0,187025.9463,231795.8629,200134.3177,58927.72738,71947.30219,46869.91735,118024.9133,118840.8571,137893.6044,176713.1863,259268.2392,232417.6044,110968.3722,165448.921,108499.4528,182485.5916,67800.18449,68016.26239,73813.96877,70808.27591,139074.9312,175261.9825,184719.0239,151761.9272,223629.3292,181482.7434,226525.6606,247888.5348,145960.9847,188769.725,109947.8488,121421.1626,70072.72419,56036.76119,65690.53548,72672.823,120762.6006,156122.101,162073.5308,153175.8765,172044.596,194091.8263,207611.8513,252569.2031,193279.9487,231795.8629,203849.679,95611.59466,86948.95767,102936.7886,212987.599,231218.1008,257423.8732,366640.9419,355743.1067,376389.78,232292.993,222431.9417,194879.3412,270597.3936,125945.7991,122204.2786,119815.3919,115321.7499,287781.0335,259159.5174,286373.6151,277440.329,347997.0795,419130.3859,416089.5452,312072.4992,192361.3865,269933.257,238557.9836,247600.6768,132204.0019,125311.9317,117810.9899,118633.4899,255605.2644,281279.2271,284892.8158,281487.7057,406712.1549,407718.4848,472026.532,538669.8677
High,Master Protein,P33175,Kinesin heavy chain isoform 5A OS=Mus musculus OX=10090 GN=Kif5a PE=1 SV=3,11,59,0,11923.64528,14535.23995,12970.03958,73775.72883,112970.8233,56806.19667,16784.55708,21131.78041,20860.54755,603282.0273,1028270.933,789834.7754,9888.348385,10410.98782,6821.325861,10434.01398,69135.29132,67365.74433,88130.60465,79399.72665,16794.88476,21710.09957,19636.43067,19018.85686,498896.5774,340740.1819,452549.9753,805081.3881,11841.33548,11402.94288,7566.058776,6799.144031,65259.29519,66274.70223,82332.29117,83391.99165,17208.07364,18792.99595,13910.09593,20531.35296,314100.6454,420656.5292,379817.5186,371489.8852,12322.36271,14535.23995,13210.81979,119702.8189,136526.2496,124759.0734,30289.38903,41114.22833,38943.08927,1251677.338,1410895.131,1279101.633,20699.53804,13996.68382,12252.00179,15471.99953,128425.897,121035.498,143054.2635,129314.1981,34752.84332,32102.67764,30442.7531,34768.91737,776349.6519,786931.9215,831258.2024,1013535.221,15605.64774,16305.75831,16416.36235,13864.73847,123122.657,148206.477,147656.7158,136131.811,36422.48671,33858.62312,24451.16349,37729.98444,742531.607,883651.0323,863553.5252,792299.3177
High,Master Protein,P20108,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1",11,77,0,20732665.39,15697350.23,19073215.29,14790505.22,21386169.41,10993896.28,11366833.82,10693169.77,10878912.63,10043008.68,14962832.76,12263970.36,11582453.29,18518621.39,14966336.61,11442558.59,8672146.662,8359886.658,9488623.579,10245899.85,6515688.462,10245514.52,10381023.25,9273434.511,8424114.801,5686399.221,7661055.945,15686431.25,22732519.35,15960096.1,10355260.35,8262864.024,6963178.645,6620796.085,7973329.184,9564335.696,7055867.675,7902831.936,7249450.016,6991157.162,4874794.524,6939133.25,5093147.671,4726138.925,21425949.62,15697350.23,19427296.92,23997935.31,25845376.86,24145047.44,20512572.95,20804750.7,20309076.96,20837031.12,20530569.53,19860944.35,24245852.1,24896704.6,26881516.39,16967512.36,16109402.2,15020141.99,15402005.5,16686963.28,13482599.22,15150020.33,16093908.97,16953031.44,13109046.82,13132613.36,14072071.46,19748004.11,29959094.55,22822307.56,22468197.93,16849539.91,13137209.85,14805722.7,14299560.77,15613133.99,14934399.51,14238230.5,12743081.6,12847485.09,11523978.27,14576672.02,11579786.11,10079727.05
High,Master Protein,Q9ERT9,Protein phosphatase 1 regulatory subunit 1A OS=Mus musculus OX=10090 GN=Ppp1r1a PE=1 SV=1,11,34,0,1598852.405,1581873.422,1622772.903,937991.6748,1039696.499,757691.1767,321718.1135,298352.916,308913.4474,545489.8077,910255.4937,739175.5922,763378.9869,1064163.962,816589.2146,1428267.109,1132412.154,1066886.289,912419.2849,996540.8029,271467.9736,456201.8551,386985.0164,285344.035,1398047.181,1037097.873,887128.827,1346667.465,1219067.783,1400405.123,845094.3663,931144.4452,783029.4325,730831.4217,874624.4398,1083366.349,297581.5234,347801.3565,300667.6252,321913.1308,1036745.917,936899.1799,798677.0369,795671.0099,1652316.788,1581873.422,1652898.609,1521913.093,1256482.51,1664058.759,580572.0728,580478.7704,576688.7916,1131771.211,1248965.62,1197061.381,1598001.179,1430677.546,1466702.035,2117895.192,2103571.764,1916866.125,1481045.879,1623014.087,561735.5572,674584.704,599950.6481,521645.6092,2175547.983,2395154.623,1629506.473,1695350.218,1606604.46,2002524.059,1833633.037,1898779.339,1477316.97,1634318.174,1568572.555,1768522.614,629858.9433,626620.4217,528513.4837,591572.1891,2450859.694,1968094.799,1815872.984,1696976.482
High,Master Protein,Q8CIP4,MAP/microtubule affinity-regulating kinase 4 OS=Mus musculus OX=10090 GN=Mark4 PE=1 SV=1,11,28,0,915856.2179,1184042.142,1135568.859,304856.5982,626603.6526,248276.649,308975.5041,314818.5532,314593.8834,113082.1036,177513.5982,159684.7873,473007.2045,782575.32,682090.7764,722504.7719,318790.8349,320780.7576,422133.5744,356511.8638,319204.369,496652.569,437152.8303,357130.4593,231668.6225,154332.2175,173552.7452,253744.5393,840387.391,904441.0838,586446.5822,570101.2874,348993.858,342988.6117,341819.8614,381745.4361,295772.4885,382016.8434,390386.183,378083.9172,161796.0537,172232.4583,143965.3198,152459.1427,946481.7386,1184042.142,1156649.944,494636.8508,757256.1141,545270.877,557576.7772,612514.4984,587293.1982,234620.4595,243567.1994,258602.2782,990158.3401,1052105.67,1225125.083,1071360.793,592186.6843,576344.2402,685210.4081,580632.2987,660514.1731,734399.0878,677726.8183,652880.4292,360507.2927,356426.8464,318787.2077,319444.7561,1107543.116,1293315.056,1272435.21,1162544.17,658435.7207,767006.5966,613027.9797,623173.7186,626029.9527,688265.1577,686220.7443,694795.9223,382484.6766,361799.6607,327319.7085,325158.9869
High,Master Protein,Q8BGX2,Mitochondrial import inner membrane translocase subunit Tim29 OS=Mus musculus OX=10090 GN=Timm29 PE=1 SV=1,11,35,0,2343835.929,2452061.518,2381801.674,1192431.88,2772917.694,877021.0303,1085700.561,1084855.51,1082653.035,620782.9276,901261.5211,814827.1854,1232698.125,1936676.973,1416389.539,1388378.615,870676.7071,867626.9556,1255267.516,1070788.393,800080.4857,1130540.002,1048402.966,1011279.568,694471.5912,468823.5581,624980.3946,1048395.893,2012851.724,1813326.803,1073299.081,1142673.479,983815.4743,875007.9774,925461.2873,1077250.296,814043.1323,1004040.119,1055019.202,936487.0164,518819.5106,607936.9781,493572.5826,567501.6895,2422211.982,2452061.518,2426018.247,1934748.184,3351095.814,1926133.723,1959253.766,2110707.014,2021128.816,1287987.852,1236624.951,1319575.709,2580439.193,2603696.759,2544022.602,2058746.837,1617371.316,1558858.462,2037559.719,1743937.269,1655567.88,1671727.075,1625360.187,1848749.165,1080690.473,1082737.649,1147983.886,1319849.369,2652729.079,2592985.766,2328777.391,2330126.98,1856133.671,1956732.288,1659744.583,1758538.569,1722997.924,1808940.739,1854512.515,1720960.164,1226485.493,1277061.215,1122187.163,1210345.744
High,Master Protein,O55033,Cytoplasmic protein NCK2 OS=Mus musculus OX=10090 GN=Nck2 PE=1 SV=1,11,26,1,1856358.295,2158462.682,1941740.042,234778.0676,282835.1894,180711.4558,114137.9429,111645.1923,116965.6902,365309.7559,586339.1115,495866.3978,843816.3035,1303506.007,1010319.69,1468525.612,374489.6937,305069.6188,254031.2995,239961.0384,108508.2989,149386.0521,150212.9507,124094.6408,630532.9507,465341.3621,514089.0764,604286.1102,1203588.049,1571285.303,900912.7614,1016277.671,322236.0247,171090.9837,273733.8099,255978.2165,114511.9163,131078.9735,121902.9247,131350.6771,474272.0747,462165.1745,395400.872,464388.6042,1918433.475,2158462.682,1977787.162,380932.8211,341808.854,396882.6483,205973.1775,217218.1349,218355.0218,757937.2869,804518.5086,803033.1648,1766382.716,1752452.481,1814667.545,2177592.212,695653.0293,548116.1619,412345.5252,390812.0416,224530.9786,220896.8346,232878.1563,226860.9698,981193.4156,1074695.594,944295.1826,760749.4909,1586203.782,2246875.973,1954744.309,2072382.062,607952.5593,382601.3713,490920.8136,417867.2015,242375.1104,236159.9808,214280.9335,241380.0501,1121175.683,970846.0589,898983.8545,990430.1273
High,Master Protein,A2RSJ4,UHRF1-binding protein 1-like OS=Mus musculus OX=10090 GN=Uhrf1bp1l PE=1 SV=2,11,14,0,22164.30211,21640.99279,20298.09111,206040.8189,246938.2271,161820.7868,54500.91461,52903.99014,52003.93437,219810.9772,338554.0573,299179.6634,12726.14315,15671.71909,13314.13112,15790.59495,196840.3138,203210.9143,211195.8789,205812.2604,47238.39245,74191.12517,68867.26427,56805.14985,339193.0098,263454.2277,293914.3212,367524.1171,12161.42413,17122.27598,12826.14775,13465.98716,182405.5322,163301.0314,190396.5027,212011.7258,46450.80164,58876.62498,53707.58565,59813.90944,262708.3652,261965.9892,230360.9281,256936.6415,22905.45916,21640.99279,20674.91175,334305.9733,298427.0542,355394.5273,98352.27685,102930.5949,97082.48807,456059.366,464531.5311,484507.9097,26639.96797,21069.28764,23913.93722,23414.96552,365651.079,365107.4363,342814.7467,335195.7059,97748.12238,109706.2576,106766.3038,103847.1227,527829.5883,608441.7178,539871.1825,462684.4475,16027.49127,24484.17893,27829.37527,27459.69042,344138.773,365181.1287,341461.6779,346094.866,98317.43752,106075.7668,94407.18192,109918.6146,621040.636,550298.1665,523748.8577,547984.5721
High,Master Protein,Q9Z0V2,Potassium voltage-gated channel subfamily D member 2 OS=Mus musculus OX=10090 GN=Kcnd2 PE=1 SV=1,11,30,1,540405.1212,583354.3519,547005.3936,141904.5505,182124.7254,111721.2919,167565.8112,178623.6749,184115.6988,269398.8992,377527.0933,345640.0814,317262.3673,452759.7655,350511.7655,442787.1659,151107.9739,162330.0639,172890.9493,179610.8217,197914.7604,230630.6115,263364.6834,198813.2346,337918.2113,169834.2786,275018.7609,390592.3838,432863.3493,452620.649,309831.695,390298.4236,176445.8197,152360.3939,175037.8115,186986.5503,141245.1242,208200.2181,214818.3094,247398.9586,151517.0758,203062.0726,287503.4654,344819.5106,558475.8488,583354.3519,557160.1871,230243.401,220099.3583,245364.8663,302389.0364,347532.2198,343712.6509,558943.3829,518006.6076,559748.4518,664133.6031,608696.8299,629565.4051,656583.6347,280698.5655,291657.137,280637.8954,292522.7877,409535.448,341032.9903,408299.5616,363456.1728,525845.8318,392228.514,505163.2159,491725.6116,570468.8429,647229.6656,672253.484,795892.1805,332894.7711,340715.1818,313917.0307,305242.9522,298958.4287,375106.3819,377607.5758,454639.2475,358185.2488,426561.809,653668.1931,735417.7702
High,Master Protein,Q80Z10,Astrotactin-2 OS=Mus musculus OX=10090 GN=Astn2 PE=1 SV=2,11,18,0,320269.7383,345166.4354,343660.1594,357999.8048,423456.8385,253022.9294,283613.0266,274196.7425,268158.2471,89509.67507,103409.1638,115461.835,154690.3873,226998.4724,166820.2739,246822.7529,314379.6975,375196.0285,397896.5625,387439.2974,303268.5421,361315.5545,376457.493,302733.2788,124494.5838,82499.67564,84646.04622,105767.1628,242807.4468,211282.718,138336.6861,155104.291,335094.2482,280961.6688,359448.8758,373229.2419,255637.8079,319086.4157,334839.4321,344095.4458,84503.64723,76174.32298,88054.94661,112814.9764,330979.3096,345166.4354,350039.983,580862.9274,511751.3737,555694.7669,511807.6846,533480.2491,500605.7742,185712.8619,141888.1746,186985.2104,323817.4295,305180.0559,299631.2354,365999.2717,583992.544,674111.7255,645868.7072,631002.1984,627538.9367,534276.535,583629.6171,553435.3842,193730.1861,190531.1781,155480.5526,133152.6803,319994.944,302125.9485,300154.3118,316286.9356,632211.7646,628299.1505,644644.2792,609271.6051,541081.1722,574885.8096,588580.678,632336.1077,199765.9983,160015.3913,200201.8228,240607.4362
High,Master Protein,P26041,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,11,49,0,262985.2736,289398.0399,284551.8394,230876.8524,308536.5883,181504.5506,133719.7718,136233.4944,145507.1576,187087.3424,290130.9661,241092.1139,140495.792,197226.2229,124130.5546,199895.1254,241552.0593,242503.149,252804.8858,230105.5497,133397.4468,173010.3476,192966.2857,170323.6091,246398.9835,172242.6542,228594.4619,320470.4983,207550.0012,210311.0099,143935.3788,142718.6722,224285.6781,210884.6791,242879.7687,274600.6784,135099.975,176275.6562,149296.1831,159692.4976,175983.3092,176861.3298,174657.2268,191682.3539,271779.2969,289398.0399,289834.3562,374603.0096,372869.2243,398624.4614,241310.5195,265057.4104,271637.0802,388165.0308,398089.9919,390437.7551,294103.5124,265153.8096,222954.8637,296412.9905,448707.7338,435703.4825,410354.8011,374760.9205,276032.8894,255830.0297,299159.5107,311373.4718,383429.7001,397790.6041,419889.5854,403447.5794,273529.3003,300736.4443,312302.006,291030.3202,423152.7253,471589.8269,435586.4323,448267.1166,285951.6494,317589.1179,262432.797,293463.1469,416023.2438,371523.2874,397100.8616,408812.7411
High,Master Protein,Q3TC72,Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Mus musculus OX=10090 GN=Fahd2 PE=1 SV=1,11,30,0,2151720.893,2482003.776,2477552.021,1568155.774,2488844.024,1128270.917,1475944.348,1433565.58,1421134.219,2417645.963,3535782.067,3125223.851,1043280.48,1985479.362,1301911.045,1403782.198,962591.1431,953952.6524,1082349.325,1134856.082,923786.5404,1505012.314,1311325.614,1182693.107,2061920.191,1402278.07,1956761.573,3985889.303,2154837.585,1577385.925,1042322.529,916214.2168,849661.3139,800088.6466,1025640.589,1164264.538,958335.131,1141929.771,1021411.097,1034879.626,1206091.838,1651783.125,1287373.916,1104694.458,2223672.769,2482003.776,2523546.136,2544368.855,3007790.245,2477934.494,2663487.175,2789161.226,2653015.536,5016082.904,4851462.335,5061158.43,2183926.287,2669307.402,2338404.113,2081587.925,1788111.812,1713959.157,1756877.604,1848280.977,1911546.84,2225458.479,2032974.453,2162115.168,3208622.98,3238530.221,3594241.954,5017926.454,2839851.666,2255599.622,2261566.401,1868333.784,1603029.242,1789194.303,1839408.557,1900583.459,2028405.346,2057371.259,1795436.196,1901773.948,2851192.201,3469813.879,2926974.742,2356049.789
High,Master Protein,Q69Z98,Serine/threonine-protein kinase BRSK2 OS=Mus musculus OX=10090 GN=Brsk2 PE=1 SV=2,11,26,0,359053.53,482245.0324,412808.9421,436998.7002,566440.4511,339261.1338,469269.9906,447762.3782,448240.8563,252003.8174,381167.8543,318081.5195,193549.8899,258621.7038,188853.0354,287101.758,480846.8704,497941.3879,501992.3586,479605.9999,434221.5291,579513.4145,602832.5137,552338.7473,433432.0429,314610.5625,337236.9698,422915.7235,292596.5326,274753.068,182803.9393,239244.4453,355260.5662,356002.1903,416358.6657,474956.3304,439643.1387,498213.1069,521725.7399,460445.8701,282520.8139,304026.4632,261692.7643,298828.3554,371060.0013,482245.0324,420472.4672,709040.4543,684548.3473,745093.0914,846843.9908,871171.4912,836789.3337,522852.4191,523002.1119,515118.6094,405163.0416,347694.7892,339204.9837,425726.693,893222.3975,894647.3382,814837.7901,781109.3051,898513.6235,856925.2422,934583.3611,1009746.296,674478.1,726586.1429,619447.6027,532418.1972,385611.7771,392886.0441,396636.5839,487864.5973,670258.9217,796108.1479,746707.6682,775334.2269,930545.5513,897611.5283,917089.3877,846150.5459,667877.1186,638652.3908,594984.9547,637329.6058
High,Master Protein,Q8BJU0,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus OX=10090 GN=Sgta PE=1 SV=2,11,34,0,1069329.214,1196925.72,1164999.254,491768.1166,510421.6616,372915.4328,616678.1201,601106.1669,599957.467,536012.3849,844426.8162,684629.2371,573320.1948,818434.2226,573294.9233,794491.9606,522021.05,529041.7878,474855.5484,520904.3564,579484.6822,876183.5319,754297.2453,666888.6251,792942.4648,527426.7871,629227.8232,957365.2202,815789.3867,841107.2761,533750.9018,591046.1737,385924.6148,371207.3714,422315.7746,477336.8419,611080.4386,703882.4264,634135.2617,659665.1299,567668.5105,568246.8853,501401.2183,542102.8473,1105086.753,1196925.72,1186626.695,797905.0938,616849.1396,819005.4355,1112856.502,1169518.882,1120018.405,1112107.646,1158641.799,1108726.031,1200146.144,1100314.902,1029713.368,1178106.457,969707.6605,950525.1799,770789.1148,848369.7867,1199099.645,1295610.708,1169402.179,1219158.211,1233924.293,1218080.511,1155785.698,1205248.791,1075125.506,1202750.211,1158099.41,1205254.748,728111.8165,830110.6593,757391.2909,779220.2518,1293408.525,1268158.087,1114682.82,1212251.094,1341964.168,1193686.326,1139986.358,1156176.071
High,Master Protein,Q9D855,Cytochrome b-c1 complex subunit 7 OS=Mus musculus OX=10090 GN=Uqcrb PE=1 SV=3,11,59,0,35074834.74,33339821.08,35488642.05,11378092.42,18894911.44,7978850.328,25147200.67,23096753.97,26914335.46,7496128.139,11488701.21,9417726.958,17512840.63,27732722.82,22505064.82,19828622.07,6709636.178,6216402.733,9634426.867,8583047.262,15730504.42,25293164.51,22950848.63,20756369.14,8563741.774,4888778.371,7734359.226,12999547.68,30200423.34,23601557.11,14726348.05,13790418.2,6960203.792,5350559.815,6052278.476,7282805.176,16119470.39,20466388.93,18534891.6,22106837.22,3972130.742,6895553.526,5545615.118,5747195.267,36247709.98,33339821.08,36147465.22,18461216.96,22834669.33,17523334.28,45380604.34,44937302.86,50244480.21,15552814.92,15763698.14,15251582.11,36660086.87,37284276.9,40422067.51,29402723.82,12463837.62,11168961.43,15638674.5,13978761.91,32550372.52,37400948.07,35581161.88,37945313.37,13326325.03,11290525.63,14206717.26,16365425.43,39801014.76,33749295.23,31952311.34,28121266.57,13131597.29,11965163.08,10854302.12,11888689.04,34118356.77,36873511.34,32580628.26,40625214.81,9390087.752,14485126.39,12608516.59,12257396.69
High,Master Protein,Q99LF4,tRNA-splicing ligase RtcB homolog OS=Mus musculus OX=10090 GN=Rtcb PE=1 SV=1,11,27,0,1449502.275,1694554.874,1524037.334,502468.0459,585238.6784,390553.9259,502694.9955,425834.0925,464269.822,378076.45,563167.5927,507767.6636,758963.5672,1036019.49,853390.2328,1147531.792,452237.1477,515787.0556,500763.3217,515027.6727,483133.8182,538129.8274,550374.2192,408640.6036,635274.8085,485132.1875,490227.3168,647127.707,1182955.391,1082530.757,674439.3061,792107.6873,429363.0462,371622.0325,445286.2683,467567.2983,428263.8376,467359.0812,567788.5819,464559.0964,448880.8371,512233.9641,421181.4131,453629.6483,1497972.505,1694554.874,1552330.079,815265.9753,707266.1731,857743.4992,907162.7094,828507.5732,866712.6825,784425.3652,772724.7643,822306.7255,1588758.266,1392839.707,1532801.522,1701608.928,840076.9022,926710.5076,812842.8082,838798.738,999725.4592,795731.4209,853256.213,747047.6004,988572.3791,1120402.068,900465.1428,814683.7489,1559012.086,1547976.26,1463356.334,1615257.137,810065.7371,831037.9433,798587.1282,763272.1297,906460.2032,842023.0084,998058.6409,853709.3252,1061150.985,1076022.93,957598.521,967483.8405
High,Master Protein,P60766,Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2,11,46,1,18762856.86,20524571.97,20141423.19,17566794.81,24466086.96,12112680.93,14731588.15,12650796.18,14827476.98,15750574.1,23307199.94,20167882.8,8723610.384,13788126.61,10183408.34,13476623.5,17109265.41,18207118.24,20047266.03,19330031.44,14981289.51,20172509.7,19250158.82,15929410.72,28049143.26,20600961.48,21234384.56,27761549.37,14350886.43,13140167.98,9038847.247,9487633.649,18136459.11,13330687.01,17927765.36,18806952.08,14290740.36,15932723.43,19103560.87,17128637.17,20872116.5,20479455.62,17048335.61,17580230,19390272.22,20524571.97,20515335.39,28502529.12,29567484.75,26602147.96,26584604.07,24613530.55,27680374.07,32678972.31,31979912.93,32660972.43,18261361.55,18536958.45,18290745.79,19983710.29,31782215.94,32712584.78,32540873.72,31481815.13,31000058.3,29829046.79,29843908.1,29121012.32,43648210.05,47577465.36,39003993.59,34949644.21,18912974.7,18789921.64,19611926.89,19347076.43,34217486.22,29810683.29,32152086.58,30701082.85,30247679.75,28705379.35,33580234.98,31476893.67,49341529.33,43020114.62,38761114.48,37494437.38
High,Master Protein,P32020,Non-specific lipid-transfer protein OS=Mus musculus OX=10090 GN=Scp2 PE=1 SV=3,11,38,0,3187718.244,3096464.577,3130184.299,3452310.344,3345443.13,2544187.197,3761073.207,3370265.095,3179242.06,2450494.858,3529856.262,3221059.805,1693769.12,2395282.115,1481307.805,2238900.637,3455143.66,3678868.77,3561032.865,3952108.297,4234648.201,4846794.432,5801616.358,4027537.075,2847861.441,2099825.053,2617112.168,3694027.421,2362465.873,2572215.445,1353474.3,1601438.912,3253953.909,2864371.493,3580198.996,3917451.973,3700596.247,4546959.434,5313086.3,4121670.142,1632693.205,2090490.856,2248693.244,2470773.754,3294313.066,3096464.577,3188294.101,5601453.033,4042997.92,5587602.337,6787227.625,6557225.465,5935103.432,5084237.128,4843331.512,5216360.416,3545611.154,3220252.199,2660624.379,3319937.052,6418283.851,6609794.311,5780295.458,6436592.883,8762552.855,7166944.523,8994362.436,7362855.969,4431652.449,4849499.565,4807194.95,4650494.91,3113484.141,3678166.575,2936684.104,3265636.319,6139132.36,6405436.671,6420815.187,6394976.555,7832655.787,8192083.167,9339341.897,7574296.279,3859674.685,4391384.122,5112631.417,5269571.091
